course_code,course_title,department,section,times,location,instructor,credits,enrollment,description,url
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,020/11488,N/A,N/A,Peter Susser,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,021/11489,N/A,N/A,Christopher Washburne,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,024/11492,N/A,N/A,Knar Abrahamyan,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,025/11493,N/A,N/A,Ruth Opara,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,003/10436,N/A,N/A,Zosha Di Castri,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,004/10435,N/A,N/A,Julia Doe,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,006/10434,N/A,N/A,Aaron Fox,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,007/10433,N/A,N/A,Kevin Fellezs,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,008/10432,N/A,N/A,Walter Frisch,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,009/10431,N/A,N/A,Bradford Garton,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,010/10430,N/A,N/A,Giuseppe Gerbino,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,011/10429,N/A,N/A,Georg Friedrich Haas,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,012/10428,N/A,N/A,Marcos Balter,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,013/10427,N/A,N/A,Mariusz Kozak,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,014/10426,N/A,N/A,George Lewis,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,015/10425,N/A,N/A,Jeffrey Milarsky,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,016/10424,N/A,N/A,Seth Cluett,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,017/10423,N/A,N/A,Elaine Sisman,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,018/10422,N/A,N/A,Benjamin Steege,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,019/10421,N/A,N/A,Magdalena Baczewska,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,020/10420,N/A,N/A,Peter Susser,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,021/10419,N/A,N/A,Christopher Washburne,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,022/10418,N/A,N/A,Knar Abrahamyan,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 3998,SUPERVISED INDEPENDENT STUDY. .,MUSI,023/10417,N/A,N/A,Ruth Opara,2.00-3.00,0/5,"Prerequisites: approval prior to registration; see the director of undergraduate studies for details.
Prerequisites: approval prior to registration; see the director of undergraduate studies for details. A creative/scholarly project conducted under faculty supervision",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 4204,Composing for Dance. .,MUSI,001/17273,T 12:10pm - 2:00pm,620 Dodge Building,Zosha Di Castri,3.00,10/12,"The course presents tools, techniques, methodologies, and concepts for composing original music for dance (both acoustic and electronic). Composers will develop a work for dance collaborating with choreographers, culminating in a public showing at the end of the semester. Weekly meetings will be used to discuss the unique challenges (both practical and aesthetic) that this type of interdisciplinary collaboration raises, and to troubleshoot potential solutions. Students will examine case studies of collaborative composer/choreographer pairs (especially from the last 75 years), as potential models for working via the study of artist statements, interviews, articles, videos, and classroom discussions with invited guests. No prior experience writing for dance is necessary. Basic familiarity with a digital audio workspace is preferable. For participants who don’t write music or work in sound, a research project either analyzing a composer/choreographer pairing or looking at a topic relating to music and dance more broadly will serve as an equivalent final project (resulting in an academic paper, a podcast, or the production of an educational video)",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 4215,Modular Sound Synthesis. .,MUSI,001/17276,Th 4:10pm - 7:10pm,324 Prentis Hall,Danielle Dobkin,3.00,15/15,"Modular Sound Synthesis is a hands-on studio class that explores contemporary techniques for synthesizers both in studio practice and performance while framing them in the historical context in which they developed. The class approaches the fundamentals of sound and synthesis through the perspective of Columbia’s Computer Music Center: vintage function generators, suitcase reel-to-reel tape machines, prototype modules, custom devices; and the first programmable music synthesizer, the RCA Mark II. Students will learn to perform and compose on both hardware devices and software emulations, utilizing them as a creative tool for recording and live performance. Topics include oscillators, modulation, sequencers, voltage processing, wave shaping, filters, and LFOs. The course will engage in listening to both historical and contemporary examples to develop critical listening skills. This class is designed as a follow-up to Intro to Digital Music for undergraduates or graduate students interested in integrating modular synthesis within their artistic practice",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 4438,Music and Global Africa. .,MUSI,001/17279,M 4:10pm - 6:00pm,620 Dodge Building,Ruth Opara,3.00,28/27,"This course examines the transatlantic sounds of African music, including Afrobeat, Afrobeats, Amapiano, Chimurenga, Highlife, Kwaito, Makossa, Reggae, and more, to explore the rich cultural roots of African musical traditions and how they navigate and assimilate within the global popular culture sphere. From migration and collaborations to the rise of African artists in the era of advanced technology, the course uncovers how these genres transcend borders, inspire cross-cultural innovation, and influence the global music scene in contemporary times. Critical issues such as cultural appropriation, commodification, gender, health, and authenticity in the ever-evolving global music industry will be explored. By the end of the course, you will have a deep understanding of the complex dynamics driving the influence and dissemination of African music across the world",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 4505,JAZZ ARRANGING ＆ COMPOSITION. .,MUSI,001/10947,M W 4:10pm - 5:25pm,814 Dodge Building,Ole Mathisen,3.00,13/20,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 4515,CONDUCTING MUSIC. .,MUSI,001/10928,T Th 1:10pm - 2:25pm,814 Dodge Building,Jeffrey Milarsky,3.00,15/15,"Prerequisites: advanced music major and extensive contemporary music background.
Prerequisites: advanced music major and extensive contemporary music background. Analysis of the modern repertory of contemporary music with directional emphasis on actual conducting preparation, beating patterns, rhythmic notational problems, irregular meters, communication, and transference of musical ideas. Topics will include theoretical writing on 20th-century conducting, orchestration, and phrasing",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 4630,RECORDED SOUND. .,MUSI,001/11781,T 10:10am - 1:00pm,317 Prentis Hall,Anna Meadors,3.00,12/12,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 4630,RECORDED SOUND. .,MUSI,002/11025,T 11:40am - 2:30pm,317 Prentis Hall,David Adamcyk,3.00,0/15,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
FILM 4048,"Music, Sound and Image Theory. .",FILM,001/17191,Th 10:10am - 11:25am,Kob Lenfest Center For The Arts,"Benjamin Steege, Jane Gaines",3.00,22/70,"Some of the most exciting theoretical moving image work in recent years has centered on the problem of the acoustic sign in cinema and especially around the relation between image track and sound “track.” This course rethinks the history and theory of cinema from the point of view of sound: effects, dialogue, music. From cinematic sound recording and play-back technologies through Dolby sound enhancement and contemporary digital audio experiments. Revisiting basic theoretical concepts from the pov of sound: realism (sound perspective, dubbing), anti-realism (contrapuntal and dissonant effects), genre (the leitmotiv), perception (the synaesthetic effect). The silent to sound divide considered relative to the *19th* century Romanticism of the classical Hollywood score associated with the Viennese-trained Max Steiner to the scores of John Williams",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
FILM 4048,"Music, Sound and Image Theory. .",FILM,001/17191,T 10:10am - 12:55pm,Kob Lenfest Center For The Arts,"Benjamin Steege, Jane Gaines",3.00,22/70,"Some of the most exciting theoretical moving image work in recent years has centered on the problem of the acoustic sign in cinema and especially around the relation between image track and sound “track.” This course rethinks the history and theory of cinema from the point of view of sound: effects, dialogue, music. From cinematic sound recording and play-back technologies through Dolby sound enhancement and contemporary digital audio experiments. Revisiting basic theoretical concepts from the pov of sound: realism (sound perspective, dubbing), anti-realism (contrapuntal and dissonant effects), genre (the leitmotiv), perception (the synaesthetic effect). The silent to sound divide considered relative to the *19th* century Romanticism of the classical Hollywood score associated with the Viennese-trained Max Steiner to the scores of John Williams",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
FILM 4048,"Music, Sound and Image Theory. .",FILM,AU1/19121,T 10:10am - 12:55pm,Othr Other,"Benjamin Steege, Jane Gaines",3.00,21/22,"Some of the most exciting theoretical moving image work in recent years has centered on the problem of the acoustic sign in cinema and especially around the relation between image track and sound “track.” This course rethinks the history and theory of cinema from the point of view of sound: effects, dialogue, music. From cinematic sound recording and play-back technologies through Dolby sound enhancement and contemporary digital audio experiments. Revisiting basic theoretical concepts from the pov of sound: realism (sound perspective, dubbing), anti-realism (contrapuntal and dissonant effects), genre (the leitmotiv), perception (the synaesthetic effect). The silent to sound divide considered relative to the *19th* century Romanticism of the classical Hollywood score associated with the Viennese-trained Max Steiner to the scores of John Williams",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 4998,SUPERVISED INDEPENDENT STUDY. .,MUSI,001/11469,N/A,N/A,Seth Cluett,1.00-3.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 4998,SUPERVISED INDEPENDENT STUDY. .,MUSI,001/10437,N/A,N/A,Seth Cluett,1.00-3.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MUSI 4998,SUPERVISED INDEPENDENT STUDY. .,MUSI,004/14646,N/A,N/A,Georg Friedrich Haas,1.00-3.00,0/1,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1401,BASSOON INSTRUCTION. .,MPP,001/11018,N/A,N/A,Mark Timmerman,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1401,BASSOON INSTRUCTION. .,MPP,001/10679,N/A,N/A,Mark Timmerman,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1403,CELLO INSTRUCTION. .,MPP,001/11019,N/A,N/A,Eliot Bailen,1.00,4/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1403,CELLO INSTRUCTION. .,MPP,002/13271,N/A,N/A,Gwendolyn Krosnick,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1403,CELLO INSTRUCTION. .,MPP,003/11608,N/A,N/A,Patrick Jee,1.00,1/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1403,CELLO INSTRUCTION. .,MPP,004/11619,N/A,N/A,James Wilson,1.00,2/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1403,CELLO INSTRUCTION. .,MPP,001/10714,N/A,N/A,Eliot Bailen,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1403,CELLO INSTRUCTION. .,MPP,003/10715,N/A,N/A,Patrick Jee,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1403,CELLO INSTRUCTION. .,MPP,004/10716,N/A,N/A,James Wilson,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1405,CLARINET INSTRUCTION. .,MPP,001/11622,N/A,N/A,Allen Blustine,1.00,3/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1405,CLARINET INSTRUCTION. .,MPP,001/10717,N/A,N/A,Allen Blustine,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1405,CLARINET INSTRUCTION. .,MPP,002/15390,N/A,N/A,,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1407,CLASSICAL SAXOPHONE INSTRUCTION. .,MPP,001/13272,N/A,N/A,,1,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1407,CLASSICAL SAXOPHONE INSTRUCTION. .,MPP,001/15391,N/A,N/A,,1,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1409,FLUTE INSTRUCTION. .,MPP,001/13274,N/A,N/A,Sue Anne Kahn,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1409,FLUTE INSTRUCTION. .,MPP,002/11625,N/A,N/A,Susan Palma-Nidel,1.00,1/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1409,FLUTE INSTRUCTION. .,MPP,003/11626,N/A,N/A,Susan Rotholz,1.00,1/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1409,FLUTE INSTRUCTION. .,MPP,001/10718,N/A,N/A,Sue Anne Kahn,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1409,FLUTE INSTRUCTION. .,MPP,002/10719,N/A,N/A,Susan Palma-Nidel,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1409,FLUTE INSTRUCTION. .,MPP,003/10720,N/A,N/A,Susan Rotholz,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1411,FRENCH HORN INSTRUCTION. .,MPP,001/10721,N/A,N/A,Brad Gemeinhardt,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1413,GUITAR (BLUEGRASS) INSTRUCTION. .,MPP,001/11672,N/A,N/A,James Kerr,1.00,2/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1413,GUITAR (BLUEGRASS) INSTRUCTION. .,MPP,001/11011,N/A,N/A,,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1414,Guitar (Popular-Contemporary) Instruction. .,MPP,001/11793,N/A,N/A,James Moore,1.00,6/6,"The Music Performance Program (MPP) offers music lessons in various classical and jazz instruments, bluegrass guitar, pop guitar and jazz voice, taught by distinguished MPP Associate Faculty members. Lessons are 6 hours per semester. An audition is required",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1414,Guitar (Popular-Contemporary) Instruction. .,MPP,001/10722,N/A,N/A,James Moore,1.00,0/5,"The Music Performance Program (MPP) offers music lessons in various classical and jazz instruments, bluegrass guitar, pop guitar and jazz voice, taught by distinguished MPP Associate Faculty members. Lessons are 6 hours per semester. An audition is required",https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1415,GUITAR (CLASSICAL) INSTRUCTION. .,MPP,001/11673,N/A,N/A,James Kerr,1.00,2/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1415,GUITAR (CLASSICAL) INSTRUCTION. .,MPP,001/15392,N/A,N/A,James Moore,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1417,HARP INSTRUCTION. .,MPP,001/11674,N/A,N/A,June Han,1.00,3/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1417,HARP INSTRUCTION. .,MPP,001/10723,N/A,N/A,June Han,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1419,OBOE INSTRUCTION. .,MPP,001/11675,N/A,N/A,Vicki Bodner,1.00,3/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1419,OBOE INSTRUCTION. .,MPP,001/10724,N/A,N/A,Vicki Bodner,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1421,ORGAN INSTRUCTION. .,MPP,001/11678,N/A,N/A,Paul Martin Maki,1.00,2/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1421,ORGAN INSTRUCTION. .,MPP,001/10727,N/A,N/A,Paul Martin Maki,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1423,PERCUSSION INSTRUCTION. .,MPP,001/13362,N/A,N/A,Ian Sullivan,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1423,PERCUSSION INSTRUCTION. .,MPP,001/10728,N/A,N/A,Ian Sullivan,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1425,PIANO INSTRUCTION. .,MPP,001/11679,N/A,N/A,Michael Skelly,1.00,33/50,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1425,PIANO INSTRUCTION. .,MPP,002/11680,N/A,N/A,Dmitry Alexeev,1.00,10/40,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1425,PIANO INSTRUCTION. .,MPP,003/11688,N/A,N/A,Reiko Uchida,1.00,14/40,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1425,PIANO INSTRUCTION. .,MPP,004/11689,N/A,N/A,Mirna Lekic,1.00,10/40,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1425,PIANO INSTRUCTION. .,MPP,005/11690,N/A,N/A,Kathleen Tagg,1.00,16/40,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1425,PIANO INSTRUCTION. .,MPP,001/11013,N/A,N/A,Michael Skelly,1.00,0/40,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1425,PIANO INSTRUCTION. .,MPP,002/11014,N/A,N/A,Dmitry Alexeev,1.00,0/15,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1425,PIANO INSTRUCTION. .,MPP,003/11015,N/A,N/A,Reiko Uchida,1.00,0/15,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1425,PIANO INSTRUCTION. .,MPP,004/11016,N/A,N/A,Mirna Lekic,1.00,0/15,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1425,PIANO INSTRUCTION. .,MPP,005/11017,N/A,N/A,Kathleen Tagg,1.00,0/15,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1425,PIANO INSTRUCTION. .,MPP,006/15393,N/A,N/A,,1.00,0/15,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1425,PIANO INSTRUCTION. .,MPP,007/15394,N/A,N/A,,1.00,0/15,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1427,STRING BASS INSTRUCTION. .,MPP,001/11695,N/A,N/A,Lou Kosma,1.00,4/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1427,STRING BASS INSTRUCTION. .,MPP,001/10729,N/A,N/A,Lou Kosma,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1431,TRUMPET INSTRUCTION. .,MPP,001/11794,N/A,N/A,David Krauss,1.00,1/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1431,TRUMPET INSTRUCTION. .,MPP,001/10730,N/A,N/A,David Krauss,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1435,VIOLA INSTRUCTION. .,MPP,001/11798,N/A,N/A,Sarah Adams,1.00,3/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1435,VIOLA INSTRUCTION. .,MPP,002/13363,N/A,N/A,Amadi Azikiwe,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1435,VIOLA INSTRUCTION. .,MPP,003/13364,N/A,N/A,Jessica Thompson,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1435,VIOLA INSTRUCTION. .,MPP,001/10956,N/A,N/A,Sarah Adams,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1435,VIOLA INSTRUCTION. .,MPP,003/15395,N/A,N/A,Jessica Thompson,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1437,VIOLIN INSTRUCTION. .,MPP,001/11808,N/A,N/A,Cyrus Beroukhim,1.00,2/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1437,VIOLIN INSTRUCTION. .,MPP,002/11811,N/A,N/A,Maja Cerar,1.00,5/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1437,VIOLIN INSTRUCTION. .,MPP,004/11813,N/A,N/A,Lisa Kim,1.00,1/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1437,VIOLIN INSTRUCTION. .,MPP,005/11815,N/A,N/A,Muneko Otani,1.00,2/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1437,VIOLIN INSTRUCTION. .,MPP,006/11820,N/A,N/A,Richard Rood,1.00,3/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1437,VIOLIN INSTRUCTION. .,MPP,001/10957,N/A,N/A,Cyrus Beroukhim,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1437,VIOLIN INSTRUCTION. .,MPP,002/11010,N/A,N/A,Maja Cerar,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1437,VIOLIN INSTRUCTION. .,MPP,004/11020,N/A,N/A,Lisa Kim,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1437,VIOLIN INSTRUCTION. .,MPP,005/11021,N/A,N/A,Muneko Otani,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1437,VIOLIN INSTRUCTION. .,MPP,006/11022,N/A,N/A,Richard Rood,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1443,JAZZ BASS INSTRUCTION. .,MPP,002/13269,N/A,N/A,Ugonna Okegwo,1.00,2/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1443,JAZZ BASS INSTRUCTION. .,MPP,002/11061,N/A,N/A,Ugonna Okegwo,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1445,JAZZ BASS (ELECTRIC) INSTRUCTION. .,MPP,001/11821,N/A,N/A,Leo Traversa,1.00,2/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1445,JAZZ BASS (ELECTRIC) INSTRUCTION. .,MPP,001/11062,N/A,N/A,Leo Traversa,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
