course_code,course_title,department,section,times,location,instructor,credits,enrollment,description,url
N/A,CLRS UN3309 Fact and Fiction: The Document in Russian and American Literature. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,CLRS GU4017 Chekhov [English]. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,"CLRS GU4022 Russia and Asia: Orientalism, Eurasianism, Internationalism. .",N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,CLRS GU4036 Nabokov and Global Culture. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,"CLRS GU4038 DOSTOEVSKY,DEMONS,DICKENS. .",N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,CLRS GU4040 The Future is Red (White and Blue): Modernity and Social Justice in U.S. and U.S.S.R.. .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,CLRS GU4111 Narrative and Repetition: Circling in Time and Space. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"An introduction to central concepts in narrative theory: plot, archetype, myth, story vs. discourse, Freudian analysis, history and narrative, chronotype and personal narrative. These are explored in the context of sustained investigation of a particular plot device: the time loop. Examples come from Russian modernist fiction, Soviet and American science fiction, and film. We compare being stuck in a time loop with being lost in space - a theme found in personal narratives shared orally and online, as well as in literary fiction. Students develop a final paper topic on time loop narrative of their choice",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,CLRS GU4113 Impossible Worlds in Russian and English Ficiton. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"It is often remarked that narratives constrain. The pressure to fit knowledge to a plot structure can limit understanding. This course explores the problem of narrative structure by focusing on the storyworld. We ask, can distorting the time and space of a fictional world enable new knowledge? We consider fictions set in other places (heterotopias), stories without endings, genre hybrids, time travel, 4D space. In addition to texts, units focus on oral storytelling, and image and game based narrative. The syllabus is historical and comparative, contrasting (primarily) Russophone and Anglophone works drawn from the 19th-20th centuries. Our investigation of impossible worlds is supported throughout by readings in narrative theory. The course thus also provides an introduction to Bakhtinian, structuralist, and cognitive narrative studies. No prerequisites. All assigned reading is provided in English",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,CLRS GU4213 Cold War Reason: Cybernetics and the Systems Sciences. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"The Cold War epoch saw broad transformations in science, technology, and politics. At their nexus a new knowledge was proclaimed, cybernetics, a putative universal science of communication and control. It has disappeared so completely that most have forgotten that it ever existed. Its failure seems complete and final. Yet in another sense, cybernetics was so powerful and successful that the concepts, habits, and institutions born with it have become intrinsic parts of our world and how we make sense of it. Key cybernetic concepts of information, system, and feedback are now fundamental to our basic ways of understanding the mind, brain and computer, of grasping the economy and ecology, and finally of imagining the nature of human life itself. This course will trace the echoes of the cybernetic explosion from the wake of World War II to the onset of Silicon Valley euphoria",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,CLRS GU4215 Thinking Socialism: The Soviet Intelligentsia After Stalin. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"While Soviet Union after the second World War is often figured as a country of “stagnation,” in contrast to the avant garde 1920s and the tumult of Stalin’s 1930s, this figure is currently being re-evaluated. Political calm belied a rapidly changing society. The period developed a Soviet culture that was indubitably educated, modern, and mass. Despite, or within, or against the ever changing and ambiguous boundaries, censors, and dogmas, Soviet intellectuals generated cultural productions that reflected upon, processed, and critiqued the reality in which they lived and created. This course examines the development of this late Soviet “intelligentsia,” the first that was fully a product of Soviet society itself. Against a background of social history, we will select developments in various realms of cultural production for further examination, which from year to year may include philosophy, literature, political culture and ideology, art, and science",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,POLI GU4051 Movements in Polish Cinema. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,POLI GU4101 ADVANCED POLISH. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: two years of college Polish or the instructor's permission. Extensive readings from 19th- and 20th-century texts in the original. Both fiction and nonfiction, with emphasis depending on the interests and needs of individual students",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,RUSS UN3105 Real World Russian. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,Prerequisites: (RUSS UN2102),https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,"RUSS GU4350 Moving to Advanced-Plus: Language, Culture, Society in Russian Today. .",N/A,N/A,N/A,N/A,N/A,3 points,N/A,Prerequisites: Six semesters of college Russian and the instructorâ€™s permission.,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,"RUSS GU4351 Moving to Advanced-Plus: Language, Culture, Society in Russian Today. .",N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,RUSS UN3223 Magical Mystery Tour: The Legacy of Old Rus'. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,"RUSS GU4006 Russian Religious Thought, Praxis, and Literature. .",N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,"RUSS GU4013 Late Tolstoy (Beyond Anna Karenina): Thinker, Writer, Activist, Pacifist, Humanitarian, and Mortal. .",N/A,N/A,N/A,N/A,N/A,4 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,RUSS GU4046 The Trickster in the Modern Russian Lit. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"“Trickster” does not simply mean “deceiver” or “rogue” (the definition of trickster according to the Oxford Encyclopedic English Dictionary), but rather “creative idiot”, to use Lewis Hyde’s expression. This hero unites the qualities of characters who at first sight have little in common — the “selfish buffoon” and the “culture hero”; someone whose subversions and transgressions paradoxically amplify the culture-constructing effects of his (and most often it is a “he”) tricks. The trickster is a typical comic protagonist – it is enough to recollect Renard the Fox from the medieval Roman de Renard, Panurge from François Rabelais’ The Life of Gargantua and of Pantagruel, Cervantes’ Sanchо Panza, Beaumarchais’s Figaro, Gogol’s Khlestakov, Mark Twain’s Tom Sawyer and Huckleberry Finn, Yaroslav Hašek’s Švejk, Charlie Chaplin’s Tramp, Max Bialystock in Mel Brooks’ Producers, Bart Simpson and Borat (Sacha Baron Cohen), as well as Jon Stewart and Stephen Colbert along with many other comical characters of the same genre – to confirm this self-evident thesis",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,RUSS GU4107 RUSS LIT/CULTR-NEW MILLENNIUM. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Thе course examines most representative works of Russian literature and culture since the 1990s and until the present moment. While discussing recent novels, short stories, dramas, poems, and films, we will address the issues of politics, re-assessment of history, gender, family, national identity, violence and terrorism. No knowledge of Russian is expected",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,RUSS GU4126 Remediating Protest: Transgressive Aesthetics in Soviet ＆ Post-Soviet Culture. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"In the past ten years the authoritarian regime in Russia has rendered political protest exceedingly dangerous but it has not immobilized the cultural forms of dissent shaping contemporary anti-war resistance. From a feminist performance in a church to satirical documentary and whimsical trial speeches, contemporary artists, journalists, and activists have been creating the language of protest essential to understanding post-Soviet space. Why has protest in the post-Soviet region been taking these specific aesthetic forms? Taking our point of departure from Rancière’s idea of resistance – signifying both firm persistence and a practice yielding change – we will explore how contemporary post-Soviet protest genres rely on the communication strategies that return to Soviet parody, poetic form, underground art, and dissident practices of cultural distribution. Looking at laughter as a transgressive communicative device, we will search for the reverberations of Soviet satire in Russian and Belorussian stand-up, as well as in less obvious genres, such as the recent documentary work by Alexey Navalny. We will focus on mimesis as a tool of resistance in Soviet underground art and contemporary performative practices. Exploring the aesthetics of testimony rooted in Soviet show trials, we will examine how Soviet journalistic prose and, later, contemporary theater reclaimed its devices. We will study the persistence of bodily tropes and language of violence in women’s prose, drama, contemporary feminist poetry and feminist performance from Russia and Belarus. Finally, we will discuss how dissident practices of samizdat and tamizdat helped create cultural networks in Soviet Russia and beyond as we reflect on the use of new media platforms and technologies of digital activism in post-Soviet space. Rather than searching for instances of direct influence between cultural producers, we will examine how protest strategies are shaped and remediated while activating multiple layers of cultural memory. Students will learn to annotate images and videos online, write blog posts and carry out an independent research project in consultation with the instructor. At the end of the course they have a choice of presenting the project in the form of a paper or a multimedia digital piece. Enrollment is open to upper level undergraduate and graduate students. All primary and secondary readings are in English or have subtitles",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,RUSS GU4453 Women and Resistance in Russia. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,RUSS UN3333 VVEDENIE V RUSSKUIU LITERATURU. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: two years of college Russian or the instructor's permission.
Prerequisites: two years of college Russian or the instructor's permission. The course is devoted to the reading, analysis, and discussion of a number of Russian prose fiction works from the eighteenth to twentieth century. Its purpose is to give students an opportunity to apply their language skills to literature. It will teach students to read Russian literary texts as well as to talk and write about them. Its goal is, thus, twofold: to improve the students’ linguistic skills and to introduce them to Russian literature and literary history. In 2007-2008: A close study in the original of the “fallen woman” plot in Russian literature from the late eighteenth century. Conducted in Russian",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,RUSS GU4332 CHTENIIA PO RUSSKOI LITERATURE. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: Three years of college Russian and the instructors permission. The course is devoted to reading shorter works by Nikolai Gogol. The syllabus includes a selection of stories from Evenings at a Farm near Dikanka and Mirgorod, “Nevsky Prospect,” “The Overcoat,” “Nose,” and “Petersburg Tales,” and The Inspector General",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,RUSS GU4340 Chteniia po russkoi literature: Bulgakov. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,The course is devoted to reading and discussing of Mikhail Bulgakov’s masterpiece Master i Margarita. Classes are conducted entirely in Russian,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,RUSS GU4344 ADV RUSSIAN THROUGH HISTORY. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: RUSS UN3101 and RUSS UN3102 three years of college Russian or the equivalent.
Prerequisites: RUSS UN3101 and RUSS UN3102 Third-Year Russian I and II, or placement test. A language course designed to meet the needs of those foreign learners of Russian as well as heritage speakers who want to develop further their reading, speaking, and writing skills and be introduced to the history of Russia",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,RUSS GU4345 ADV RUSSIAN THROUGH HISTORY. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: three years of Russian.
Prerequisites: three years of Russian. This is a language course designed to meet the needs of those foreign learners of Russian as well as heritage speakers who want to further develop their reading, listening, speaking, and writing skills and be introduced to the history of Russia",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,SLCL UN3001 SLAVIC CULTURES. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"The history of Slavic peoples - Russians, Czechs, Poles, Serbs, Croats, Ukrainians, Bulgarians - is rife with transformations, some voluntary, some imposed. Against the background of a schematic external history, this course examines how Slavic peoples have responded to and have represented these transformations in various modes: historical writing, hagiography, polemics, drama and fiction, folk poetry, music, visual art, and film. Activity ranges over lecture (for historical background) and discussion (of primary sources)",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,SLCL UN3100 FOLKLORE PAST ＆ PRESENT. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"An introduction to the concept of folklore as an evolving, historical concept, and to primary source materials which have been framed as such. These are translated from Bosnian, Chukchi, Czech, Finnish, German, Polish, Russian, Serbian, Tuvan, Ukrainian, Yiddish, Yupik languages, and others. Geographical range is from South-Eastern Europe to the Russian Far East. We learn about particular oral traditions, their social mechanisms of transmission and performance, their central themes and poetics. Attention is paid to the broader sociopolitical factors (Romantic nationalism, colonization) which have informed the transcription, collection and publication of these traditions. For the final project, students learn how to conduct an ethnographic interview, and to analyze the folklore of a contemporary social group. Our goal is to experientially understand—as folklorists and as members of folk groups ourselves—the choices entailed in transcribing and analyzing folklore",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,HNGR GU4028 Modern Hungarian Prose in Translation: Exposing Naked Reality. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,HNGR GU4050 The Hungarian New Wave: Cinema in Kadarist Hungary [In English]. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,SLLT GU4000 EURASIAN EXILES & LIT IN N.Y.. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,UKRN GU4001 Advanced Ukrainian I. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,UKRN GU4002 Advanced Ukrainian II. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,"UKRN GU4037 SOV UKRAINIAN MODERNISM: REV, REB, EXPER. .",N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"This course studies the renaissance in Ukrainian culture of the 1920s - a period of revolution, experimentation, vibrant expression and polemics. Focusing on the most important developments in literature, as well as on the intellectual debates they inspired, the course will also examine the major achievements in Ukrainian theater, visual art and film as integral components of the cultural spirit that defined the era. Additionally, the course also looks at the subsequent implementation of the socialist realism and its impact on Ukrainian culture and on the cultural leaders of the renaissance. The course treats one of the most important periods of Ukrainian culture and examines it lasting impact on today's Ukraine. This period produced several world-renowned cultural figures, whose connections with the 1920s Ukraine have only recently begun to be discussed. The course will be complemented by film screenings, presentations of visual art and rare publications from this period. Entirely in English with a parallel reading list for those who read Ukrainian",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,UKRN GU4054 CREATING ID-CONTEMP UKRN CULTR. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"This course presents and examines post-Soviet Ukrainian literature. Students will learn about the significant achievements, names, events, scandals and polemics in contemporary Ukrainian literature and will see how they have contributed to Ukraine’s post-Soviet identity. Students will examine how Ukrainian literature became an important site for experimentation with language, for providing feminist perspectives, for engaging previously-banned taboos and for deconstructing Soviet and Ukrainian national myths. Among the writers to be focused on in the course are Serhiy Zhadan, Yuri Andrukhovych, Oksana Zabuzhko and Taras Prokhasko. Centered on the most important successes in literature, the course will also explore key developments in music and visual art of this period. Special focus will be given to how the 2013/2014 Euromaidan revolution and war are treated in today’s literature. By also studying Ukrainian literature with regards to its relationship with Ukraine’s changing political life, students will obtain a good understanding of the dynamics of today’s Ukraine and the development of Ukrainians as a nation in the 21st century. The course will be complemented by audio and video presentations. Entirely in English with a parallel reading list for those who read Ukrainian",https://bulletin.columbia.edu/columbia-college/departments-instruction/slavic-languages/
N/A,SOCI UN3960 SEMINAR - PROBLEMS OF LAW ＆ SOCIETY. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"This course addresses basic contemporary social issues from several angles of vision: from the perspective of scientists, social scientists, legal scholars, and judges. Through the use of case studies, students will examine the nature of theories, evidence, facts, proof, and argument as found in the work of scientists and scholars who have engaged the substantive issues presented in the course",https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,CSER UN1040 CRIT APPRO-STUDY OF ETH ＆ RACE. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"This course provides an introduction to central approaches and concepts animating the investigation of race and ethnicity. We will not treat either of these categories of difference as a given, nor as separable from other axes of social difference. Rather, we will apply an interdisciplinary and intersectional framework to illuminate how these concepts have come to emerge and cohere within a number of familiar and less familiar socio-cultural and historical contexts. We will consider how racial and ethnic differentiation as fraught but powerful processes have bolstered global labor regimes and imperial expansion projects; parsed, managed, and regulated populations; governed sexed and gendered logics of subject and social formation; and finally, opened and constrained axes of self-understanding, political organization, and social belonging. Special attention will be given to broadening students understanding of racial and ethnic differentiation beyond examinations of identity. Taken together, theoretical and empirical readings, discussions, and outside film screenings will prepare students for further coursework in race and ethnic studies, as well as fields such as literary studies, women’s studies, history, sociology, and anthropology",https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,SOCI UN2235 Sexuality in Social Context. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Despite the ubiquity of sexual imagery in contemporary Western popular culture, most people regard sexuality to be an intimate topic that concerns the drives, experiences and pleasures of individuals. In this course, we will examine the social and pluralistic character of sexual desires, meanings, practices and politics, their variations, cultural locations, institutional determinants and even geopolitical dimensions. We will begin by surveying some of the most influential theoretical works from psychoanalysis, sexology and early sociological writings on sexualities, paying particular attention to how they undergird more contemporary social thought. We then move on to examine the influence of queer theoretical critique on sociological thinking about heterosexuality, whiteness, sexual diversity, and cross-national differences in the interrelationships between gender and sexuality. We will end the course by looking at three discrete topics within the larger sociological subfield of sexuality studies: global sex work, the ethics of participants observation in sexual; communities and contemporary discourses of sexual consent (the last with a particular focus on campus sexual cultures)",https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,SOCI UN3120 Trust and Mistrust in Science and Expertise. .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,SOCI UN3121 Trust and Mistrust in Science and Expertise - DISC. .,N/A,N/A,N/A,N/A,N/A,0.00 points,N/A,"Discussion Section for SOCI 3120UN - TRUST AND MISTRUST IN SCIENCE AND EXPERTISE. Skepticism about science and expertise is evident today in multiple arenas and clearly can no longer be considered a passing phenomenon. From climate change to vaccines; from mammograms to Coronavirus testing; from opposition to rules regulating acceptable levels of carcinogens to AI algorithms purporting to yield better decisions than human experts; the challenges to the authority of experts come from both sides of the political spectrum and take multiple forms. Most discussions of the challenges to expertise start from the question of mistrust. They ask why do people mistrust science and experts given their obvious and well-documented successes and their contribution to immense improvements in collective well-being? This way of posing the question inevitably leads to the conclusion that people mistrusting experts are irrational, uninformed or duped. This, however, may not be the most productive way to pose the question. For the social scientist, mistrust is not the puzzle, trust is. It is not surprising that people would tend to mistrust decisions taken in locales far removed from their daily lives, that are supported by forms of knowledge and technical arrangements that can be relatively opaque and difficult to grasp. It is not surprising especially since these decisions impact some individuals and groups adversely, while benefitting others. Finally, every now and then, but predictably so, it becomes obvious in hindsight that the wrong decisions were taken. Under these circumstances it is far more puzzling, counter-intuitive and difficult to understand why, how, and under what conditions people do trust science and experts",https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,SOCI UN3324 Global Urbanism. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,SOCI UN3321 Global Urbanism Discussion Section. .,N/A,N/A,N/A,N/A,N/A,0 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,SOCI UN3675 ORGANIZING INNOVATION. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"This course examines major innovations in organizations and asks whether innovation itself can be organized. We study a range of forms of organizing (e.g. bureaucratic, post-bureaucratic, and open architecture network forms) in a broad variety of settings: from fast food franchises to the military-entertainment complex, from airline cockpits to Wall Street trading rooms, from engineering firms to mega-churches, from scientific management at the turn of the twentieth century to collaborative filtering and open source programming at the beginning of the twenty-first. Special attention will be paid to the relationship between organizational forms and new digital technologies",https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,SOCI UN3900 Societal Adaptations to Terrorism. .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,Prerequisites: Junior or Senior standing,https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,SOCI BC3916 CROSSOVER CULTURE. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"The rise of crossover culture: racially segregated markets and genres; organizational environments and the rise of independent labels; the creative process and black-white conflict and connection; the emergence of rock as a white genre; civil rights, Black Power, and the politics of soul; cultural borrowing and the postracial ethos",https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,SOCI BC3920 ADV TOPICS GENDER ＆ SEXUALITY. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"This research and writing-intensive seminar is designed for senior majors with a background and interest in the sociology of gender and sexuality. The goal of the seminar is to facilitate completion of the senior requirement (a 25-30 page paper) based on ;hands on; research with original qualitative data. Since the seminar will be restricted to students with prior academic training in the subfield, students will be able to receive intensive research training and guidance through every step of the research process, from choosing a research question to conducting original ethnographic and interview-based research, to analyzing and interpreting ones findings. The final goal of the course will be the production of an original paper of standard journal-article length. Students who choose to pursue their projects over the course of a second semester will have the option of revisiting their articles further for submission and publications",https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,"SOCI UN3926 Race, Place, and the United States. .",N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"The course analyzes the relationship between race/ethnicity and spatial inequality, emphasizing the institutions, processes, and mechanisms that shape the lives of urban dwellers. It surveys major theoretical approaches and empirical investigations of racial and ethnic stratification in several urban cities, and their concomitant policy considerations",https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,SOCI UN3937 Sociology of Human Rights. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Sociology came to the study of human rights much later than law, philosophy, or political science. In this course, you’ll learn (1) what constitutes a sociology of human rights and (2) what sociology, its classics, and its diverse methods bring to the empirical study and theory of human rights. We’ll explore the history, social institutions and laws, ideas, practices, and theories of human rights. We’ll become familiar with the social actors, social structures, and relationships involved in practices such as violation, claims-making, advocacy, and protection. We’ll consider how social, cultural, political, and economic forces affect human rights issues. We’ll learn about the questions sociologists ask, starting with the most basic (but far from simple) question, “what is a human right?” We’ll tackle key debates in the field, considering – for instance – whether human rights are universal and how human rights relate to cultural norms/values, national sovereignty, and national security. Finally, we’ll apply the concepts we’ve learned to a wide range of issues (ex: how racial, ethnic, gender, and other social inequalities relate to human rights), rights (ex: LGBTQ rights, the rights of laborers, the rights of refugees), and cases (ex: enslavement, the separation of children from their families, circumcision, sterilization, the use of torture). We’ll consider human rights cases in the United States and across the globe, and how events and actions in one place relate to human rights violations in another",https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,"SOCI UN3974 SOCI OF SCHOOLS,TEACH,LEARNING. .",N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"In this class we will examine the school as a central institution in modern society, and we will grapple with an important question in the sociology of education: what role to schools play in reinforcing or challenging broader patters of social inequality? We will pay special attention to the ways in which students class, race/ethnicity and gender shape their educational experiences. We will also look at how schools are organized, how schools construct differences among students, and how schools sort kids into different (and unequal) groups. Finally we will explore the types of interventions - at both the individual and organizational levels - that can mitigate inequality in educational achievement and help low-income students to succeed. One such intervention that has shown promise is tutoring in academic and social and behavioral skills, and interventions that strengthen self-affirmation. A major component of this class is your experience as a tutor. You will be trained as tutors to work with students from local high schools both through in-person tutoring and through tutoring using social networking technologies. Throughout the semester we will combine our academic learning with critical reflection on our experience sin the field. Because you will be working with NYC high school students, we will pay special attention to how NYC high schools are organized and how current issues in education play out in the context of NYC schools",https://bulletin.columbia.edu/columbia-college/departments-instruction/sociology/
N/A,STAT UN1010 Statistical Thinking For Data Science. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"The advent of large scale data collection and the computer power to analyze the data has led to the emergence of a new discipline known as Data Science. Data Scientists in all sectors analyze data to derive business insights, find solutions to societal challenges, and predict outcomes with potentially high impact. The goal of this course is to provide the student with a rigorous understanding of the statistical thinking behind the fundamental techniques of statistical analysis used by data scientists. The student will learn how to apply these techniques to data, understand why they work and how to use the analysis results to make informed decisions. The student will gain this understanding in the classroom and through the analysis of real-world data in the lab using the programming language Python. The student will learn the fundamentals of Python and how to write and run code to apply the statistical concepts taught in the classroom",https://bulletin.columbia.edu/columbia-college/departments-instruction/statistics/
N/A,STAT GU4223 MULTIVARIATE STAT INFERENCE. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: STAT GU4205 or the equivalent.
Prerequisites: STAT GU4205 or the equivalent. Multivariate normal distribution, multivariate regression and classification; canonical correlation; graphical models and Bayesian networks; principal components and other models for factor analysis; SVD; discriminant analysis; cluster analysis",https://bulletin.columbia.edu/columbia-college/departments-instruction/statistics/
N/A,STAT GU4232 GENERALIZED LINEAR MODELS. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: STAT GU4205 or the equivalent.
Prerequisites: STAT GU4205 or the equivalent. Statistical methods for rates and proportions, ordered and nominal categorical responses, contingency tables, odds-ratios, exact inference, logistic regression, Poisson regression, generalized linear models",https://bulletin.columbia.edu/columbia-college/departments-instruction/statistics/
N/A,STAT GU4233 Multilevel Models. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/statistics/
N/A,SDEV UN2320 ECON ＆ FIN MTHDS FOR SDEV. 3.00 Points.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Prerequisites: Principles of Economics and one semester of calculus. The objective of this course is to introduce students to the skills and methods necessary to understand and evaluate the economic and financial aspects of sustainable development. Throughout the course, students will compare competing objectives and policies through the prism of economic ＆ financial reasoning. Environmental economics and finance are broad areas covering all the multi-faceted and complex interactions between the economic system and the natural environment. Financial markets are the primary source of signals used to direct economic activity in a capitalist global economy. Economic activity is the primary determinant of the quality and sustainability of the natural environment. Students interested in sustainable development who are unfamiliar with economics and who do not develop a facility with economic and financial concepts are severely handicapped in their efforts to increase the level of environmental responsibility embedded in economic activity. This course is intended to provide students with a flying introduction to key analytical concepts required to understand topics in environmental economics and finance and to introduce them to selected topics within the field. The first part of the course (the Analytical Toolbox) is designed to provide a set of portable skills for two sets of students: a) those who will work in fields specifically devoted to sustainable development who, as part of their work, will need to engage with sources of economic ＆ financial information and with discourses where sustainable development is not a focus; and b) students who may end up following careers in organizations where sustainability is not the primary objective. The topics and readings in the second part of the course were chosen to facilitate a critical engagement with the broad intellectual framework underlying sustainable development from the perspective of economics and finance. The topics are intended to create a community of intellectual discourse on sustainable development that will spill over beyond the classroom to the conversations of students and alumni that will far outlive graduation. Offered in the Fall",https://bulletin.columbia.edu/columbia-college/departments-instruction/sustainable-development/
N/A,SDEV UN3330 Ecological and Social Systems for Sustainable Development. 3 Points.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Prerequisites: SDEV W2300 Challenges of Sustainable Development; EESC W2330 Science for Sustainable Development.,https://bulletin.columbia.edu/columbia-college/departments-instruction/sustainable-development/
